n1,n2,score
msgr gregorio rosa chavez,monsignor gregorio rosa chavez,1.00
msgr gregorio rosa chavez,msgr rosa chavez,0.11
msgr hector santos hernandez,futh president hector hernandez,0.78
msgr oscar arnulfo romero,archbishop oscar arnulfo romero,1.00
msgr oscar arnulfo romero,monsignor arnulfo romero,0.20
msgr oscar arnulfo romero,monsignor oscar arnulfo romero,1.00
msgr oscar arnulfo romero,msgr arnulfo romero,0.20
msgr oscar arnulfo romero,salvadoran archbishop oscar arnulfo romero,1.00
msgr pablo smith,bishop pablo smith,1.00
msgr rivera y damas,archbishop arturo rivera y damas,0.32
msgr rivera y damas,archbishop rivera y damas,1.00
msgr rivera y damas,monsignor arturo rivera y damas,0.32
msgr rivera y damas,monsignor rivera y damas,1.00
msgr rivera y damas,msgr arturo rivera y damas,0.32
msgr romero,archbishop romero,1.00
msgr romero,gen romero,1.00
msgr romero,monsignor romero,1.00
msgr romero,msgr romero pay,1.00
msgr romero pay,archbishop romero,1.00
msgr romero pay,gen romero,1.00
msgr romero pay,monsignor romero,1.00
msgr romero pay,msgr romero,1.00
msgr rosa chavez,auxiliary bishop gregorio rosa chavez,0.17
msgr rosa chavez,auxiliary bishop rosa chavez,1.00
msgr rosa chavez,bishop gregorio rosa chavez,0.17
msgr rosa chavez,monsignor gregorio rosa chavez,0.17
msgr rosa chavez,msgr gregorio rosa chavez,0.17
national assembly president ricardo alvarenga valdivieso,congress president ricardo valdivieso,0.18
national assembly president ricardo alvarenga valdivieso,legislative assembly president ricardo alvarenga valdivieso,1.00
national assembly president ricardo alvarenga valdivieso,legislative assembly president ricardo valdivieso,0.18
"national liberation front commander eduardo sancho, alias ferman cienfuegos",commander eduardo sancho,0.75
"national liberation front commander eduardo sancho, alias ferman cienfuegos",commander ferman cienfuegos,1.00
"national liberation front commander eduardo sancho, alias ferman cienfuegos",farabundo marti national liberation front commander eduardo sancho,0.75
national police director colonel carlos guzman,national police director colonel carlos mauricio guzman aguilar,1.00
national police director colonel carlos mauricio guzman aguilar,colonel mauricio guzman aguilar,1.00
national police director colonel carlos mauricio guzman aguilar,national police director colonel carlos guzman,0.34
national police director miguel antonio gomez padilla,gen gomez padilla,0.15
national police director miguel antonio gomez padilla,general gomez padilla,0.15
national police director miguel antonio gomez padilla,general miguel antonio gomez padilla,1.00
national police director miguel antonio gomez padilla,general miguel gomez padilla,0.17
national police director miguel antonio gomez padilla,general miguel padilla,0.12
national police director miguel antonio gomez padilla,major general miguel gomez,0.08
nationalist republican alliance (arena) leader sigifredo ochoa perez,col. ochoa perez,0.10
nationalist republican alliance (arena) leader sigifredo ochoa perez,col. sigifredo ochoa perez,1.00
nationalist republican alliance (arena) leader sigifredo ochoa perez,colonel ochoa perez,0.10
nationalist republican alliance (arena) leader sigifredo ochoa perez,colonel sigifredo ochoa perez,1.00
nationalist republican alliance (arena) leader sigifredo ochoa perez,former army colonel sigifredo ochoa perez,1.00
nationalist republican alliance (arena) leader sigifredo ochoa perez,salvadoran colonel sigifredo ochoa perez,1.00
new apra leader luis alva castro,former prime minister luis alva castro,1.00
new apra leader luis alva castro,secretary general luiz alva castro,0.25
new honduran president rafael callejas,president rafael leonardo callejas romero,1.00
newsman alvaro contreras velez,newsman contreras velez,1.00
newsman contreras velez,newsman alvaro contreras velez,1.00
newsman guillermo cano,dr guillermo cano,1.00
newsman guillermo cano,el espectador director guillermo cano,1.00
newsman guillermo cano,journalist guillermo cano,1.00
newsman guillermo cano,newspaper director guillermo cano,1.00
newspaper director guillermo cano,dr guillermo cano,1.00
newspaper director guillermo cano,el espectador director guillermo cano,1.00
newspaper director guillermo cano,journalist guillermo cano,1.00
newspaper director guillermo cano,newsman guillermo cano,1.00
nicaragua's daniel ortega,commander daniel ortega,1.00
nicaragua's daniel ortega,nicaraguan president daniel ortega,1.00
nicaragua's daniel ortega,nicaraguan president daniel ortega saavedra,0.33
nicaragua's daniel ortega,president daniel ortega,1.00
nicaraguan cardinal miguel obando y bravo,nicaraguan foreign minister miguel d' escoto,0.11
nicaraguan citizen orlando adan solorzano martinez,captain adan solorzano martinez,1.00
"nicaraguan contra commander manuel adan rugama, alias aureliano",commander aureliano,0.85
"nicaraguan contra commander manuel adan rugama, alias aureliano","manuel rugama, known as commander aureliano",1.00
nicaraguan foreign minister miguel d'escoto,nicaraguan foreign minister miguel d'escoto brockman,1.00
nicaraguan foreign minister miguel d'escoto brockman,nicaraguan foreign minister miguel d'escoto,1.00
nicaraguan luis fernando ordonez reyes,nicaraguan luis ordonez,1.00
nicaraguan luis ordonez,nicaraguan luis fernando ordonez reyes,1.00
nicaraguan president daniel ortega,commander daniel ortega,1.00
nicaraguan president daniel ortega,nicaragua's daniel ortega,1.00
nicaraguan president daniel ortega,nicaraguan president daniel ortega saavedra,0.33
nicaraguan president daniel ortega,president daniel ortega,1.00
nicaraguan president daniel ortega saavedra,commander daniel ortega,1.00
nicaraguan president daniel ortega saavedra,nicaragua's daniel ortega,1.00
nicaraguan president daniel ortega saavedra,nicaraguan president daniel ortega,1.00
nicaraguan president daniel ortega saavedra,president daniel ortega,1.00
nicaraguan president ortega,commander ortega,1.00
nicaraguan president ortega,dictator ortega,1.00
nicaraguan president ortega,mr ortega,1.00
nicaraguan president ortega,president ortega,1.00
nobel peace prize winner oscar arias,costa rican president oscar arias,1.00
nobel peace prize winner oscar arias,costa rican president oscar arias sanchez,0.20
nobel peace prize winner oscar arias,president oscar arias,1.00
nobel peace prize winner oscar arias,the meeting costa rican president oscar arias,1.00
oas secretary general clemente baena soares,oas secretary general joao clemente baena soares,1.00
oas secretary general clemente baena soares,secretary general baena soares,0.50
oas secretary general joao baena soares,oas secretary general joao clemente baena soares,1.00
oas secretary general joao baena soares,secretary general baena soares,0.50
oas secretary general joao clemente baena soares,oas secretary general clemente baena soares,1.00
oas secretary general joao clemente baena soares,oas secretary general joao baena soares,1.00
oas secretary general joao clemente baena soares,secretary general baena soares,0.50
officer colonel rene emilio ponce,col emilio ponce,0.22
officer colonel rene emilio ponce,col rene emilio ponce,1.00
officer colonel rene emilio ponce,col. rene emilio ponce,1.00
officer colonel rene emilio ponce,colonel rene emilio,0.13
officer colonel rene emilio ponce,colonel rene emilio ponce,1.00
officer colonel rene emilio ponce,colonel rene ponce,0.21
officer colonel rene emilio ponce,salvadoran armed forces colonel rene emilio ponce,1.00
old presidency minister antonio rodriguez porth,dr antonio rodriguez porth,1.00
old presidency minister antonio rodriguez porth,dr jose antonio rodriguez porth,0.21
old presidency minister antonio rodriguez porth,dr rodriguez porth,0.19
old presidency minister antonio rodriguez porth,minister rodriguez porth,0.19
old presidency minister antonio rodriguez porth,presidency minister antonio rodriguez porth,1.00
old presidency minister antonio rodriguez porth,presidency minister dr antonio rodriguez porth,1.00
old presidency minister antonio rodriguez porth,presidency minister jose antonio rodriguez porth,0.21
old presidency minister antonio rodriguez porth,salvadoran presidency minister antonio rodriguez porth,1.00
old presidency minister antonio rodriguez porth,salvadoran presidency minister jose antonio rodriguez porth,0.21
opposition labor leader febe elizabeth velazquez,fenastras leader febe elizabeth velasquez,1.00
opposition labor leader febe elizabeth velazquez,fenastras leader fede elizabeth velasquez,0.33
opposition labor leader febe elizabeth velazquez,labor leader febe elizabeth velasquez,1.00
opposition labor leader febe elizabeth velazquez,leader febe elizabeth velasquez,1.00
opposition labor leader febe elizabeth velazquez,leftist leader fede elizabeth velasquez,0.33
opposition labor leader febe elizabeth velazquez,opposition leader elizabeth velazquez,1.00
opposition labor leader febe elizabeth velazquez,the well-known union leader elizabeth velazquez,1.00
opposition leader elizabeth velazquez,fenastras leader febe elizabeth velasquez,0.10
opposition leader elizabeth velazquez,fenastras leader fede elizabeth velasquez,0.10
opposition leader elizabeth velazquez,labor leader febe elizabeth velasquez,0.10
opposition leader elizabeth velazquez,leader febe elizabeth velasquez,0.10
opposition leader elizabeth velazquez,leftist leader fede elizabeth velasquez,0.10
opposition leader elizabeth velazquez,opposition labor leader febe elizabeth velazquez,0.31
opposition leader elizabeth velazquez,the well-known union leader elizabeth velazquez,1.00
opposition leader patricio aylwin,chilean president patricio aylwin,1.00
opposition leader patricio aylwin,lawyer patricio aylwin,1.00
opposition leader patricio aylwin,president patricio aylwin,1.00
panama mario castro arenas,former ambassador castro arenas,0.19
panama mario castro arenas,mr mario castro arenas,1.00
panama's attorney general rogelio cruz,panamanian attorney general rogelio cruz,1.00
panama's episcopal conference president jose luis lacunza,spanish bishop jose luis lacunza,1.00
panamanian attorney general rogelio cruz,panama's attorney general rogelio cruz,1.00
panamanian foreign minister julio linares,foreign minister dr. julio e. linares,0.20
panamanian foreign minister julio linares,foreign minister julio linares,1.00
panamanian general manuel antonio noriega,former general manuel antonio noriega,1.00
panamanian general manuel antonio noriega,general manual antonio noriega,0.18
panamanian general manuel antonio noriega,general manuel noriega,0.18
panamanian general omar torrijos,general omar torrijos,1.00
panamanian president guillermo endara,president of the republic guillermo endara,1.00
pastor ribrejo,dr ribrejo,1.00
patriotic union [up] president bernardo jaramillo ossa,dr jaramillo ossa,1.00
patriotic union [up] president bernardo jaramillo ossa,leader bernardo jaramillo,0.74
patriotic union [up] president bernardo jaramillo ossa,leader jaramillo ossa,1.00
patriotic union [up] president bernardo jaramillo ossa,president bernardo jaramillo,0.74
patriotic union president diego montana cuellar,president diego montana,0.29
patriotic union president diego montana cuellar,president diego montana cuellar,1.00
patriotic union president diego montana cuellar,vice president diego montana,0.29
pdc leader danilo barillas,christian democrat ideologue danilo barillas,1.00
peruvian chief executive alan garcia,peruvian president alan garcia,1.00
peruvian chief executive alan garcia,president alan garcia,1.00
peruvian foreign minister guillermo larco cox,foreign minister guillermo larco cox,1.00
peruvian foreign minister guillermo larco cox,mr larco cox,0.37
peruvian president alan garcia,peruvian chief executive alan garcia,1.00
peruvian president alan garcia,president alan garcia,1.00
peruvian president garcia,attorney general garcia,1.00
peruvian president garcia,president garcia,1.00
police chief gen carlos casadiego,general carlos arturo casadiego,1.00
police chief gen carlos casadiego,general carlos arturo casadiego torrado,1.00
police chief quintero,col quintero,1.00
police chief quintero,commander quintero,1.00
police deputy director colonel alejandro sanchez,colonel alejandro sanchez,1.00
political leader galan,senator galan,1.00
presidency minister antonio rodriguez porth,dr antonio rodriguez porth,1.00
presidency minister antonio rodriguez porth,dr jose antonio rodriguez porth,0.21
presidency minister antonio rodriguez porth,dr rodriguez porth,0.19
presidency minister antonio rodriguez porth,minister rodriguez porth,0.19
presidency minister antonio rodriguez porth,old presidency minister antonio rodriguez porth,1.00
presidency minister antonio rodriguez porth,presidency minister dr antonio rodriguez porth,1.00
presidency minister antonio rodriguez porth,presidency minister jose antonio rodriguez porth,0.21
presidency minister antonio rodriguez porth,salvadoran presidency minister antonio rodriguez porth,1.00
presidency minister antonio rodriguez porth,salvadoran presidency minister jose antonio rodriguez porth,0.21
presidency minister dr antonio rodriguez porth,dr antonio rodriguez porth,1.00
